anchor_dish_id,anchor_dish_name,anchor_category,anchor_ingredients_preview,candidate_dish_id,candidate_dish_name,candidate_category,candidate_ingredients_preview,llm_mean_score,annotator_1,annotator_2,notes
dish4142,Dê nướng sa tế,mon nuong,"Sườn dê, Đậu bắp, Sa tế, Chao, Rượu trắng",dish4235,Đùi gà tây nướng mật ong,mon nuong,"Đùi gà tây, Hành tím, Tỏi, Mè rang, Ngũ vị hương",1,1,0,
dish4142,Dê nướng sa tế,mon nuong,"Sườn dê, Đậu bắp, Sa tế, Chao, Rượu trắng",dish8906,Trứng cút muối,an vat,"Trứng cút, Rượu trắng, Muối",0.333,0,0,
dish4589,Mì ý gà viên sốt cà chua,mon xao,"Mì ý, Ức gà, Cà chua băm nhuyễn, Bơ lạt, Bột mì",dish7474,Cơm chiên trứng lốc xoáy,mon chien,"Tôm tươi bóc vỏ, Bacon, Tỏi băm, Cà rốt, Bơ lạt",1,0,0,
dish4589,Mì ý gà viên sốt cà chua,mon xao,"Mì ý, Ức gà, Cà chua băm nhuyễn, Bơ lạt, Bột mì",dish10573,Nước mắm tỏi ớt,mon kho - mam,"Ớt sừng không cay, Ớt cay, Đường, Tỏi cô đơn, Nước mắm ngon",0.667,0,0,
dish4589,Mì ý gà viên sốt cà chua,mon xao,"Mì ý, Ức gà, Cà chua băm nhuyễn, Bơ lạt, Bột mì",dish4195,Xiên rau củ nướng kiểu Âu Mỹ,mon nuong,"Nấm mỡ, Bí ngòi, Ớt chuông, Cà chua bi, Hành tím loại to",0.667,0,0,
dish4589,Mì ý gà viên sốt cà chua,mon xao,"Mì ý, Ức gà, Cà chua băm nhuyễn, Bơ lạt, Bột mì",dish3425,Bún sườn cải chua bắp bò,mon nuoc,"Sườn heo non, Thịt bắp bò, Cà chua, Hành tây, Cải chua",1,0,0,
dish4589,Mì ý gà viên sốt cà chua,mon xao,"Mì ý, Ức gà, Cà chua băm nhuyễn, Bơ lạt, Bột mì",dish5477,cá chẽm hấp hồng kông,mon xao,"Cá chẽm, Nấm rơm, Nấm mèo, Nấm đông cô, Nấm kim châm",0.333,0,0,
dish4589,Mì ý gà viên sốt cà chua,mon xao,"Mì ý, Ức gà, Cà chua băm nhuyễn, Bơ lạt, Bột mì",dish4880,Cá cơm xào khế,mon xao,"Khô cá cơm, Khế, Hành lá, Ớt, Gừng băm",0.667,0,0,
dish7048,Tôm chiên bột mì,mon chien,"Tôm tươi, Bột mì, Bột bắp, Trứng gà, Dầu ăn",dish6621,Cá chép chiên bột,mon chien,"Thịt cá chép phi lê, Bột chiên giòn, Dầu ăn, Muối, Đường",1.667,1,1,
dish7048,Tôm chiên bột mì,mon chien,"Tôm tươi, Bột mì, Bột bắp, Trứng gà, Dầu ăn",dish7396,Chả cua nấm hương,mon chien,"Thịt nạc dăm xay, Thịt cua, Giò sống, Nấm hương, Nấm mèo",1,0,0,
dish7048,Tôm chiên bột mì,mon chien,"Tôm tươi, Bột mì, Bột bắp, Trứng gà, Dầu ăn",dish7053,Nấm kim châm chiên giòn,mon chien,"Nấm kim châm, Trứng gà, Bột chiên giòn, Dầu ăn, Nước",1,1,1,
dish7048,Tôm chiên bột mì,mon chien,"Tôm tươi, Bột mì, Bột bắp, Trứng gà, Dầu ăn",dish0071,Canh cải bẹ xanh nấu tôm tươi,mon canh,"Cải bẹ xanh, Tôm tươi, Hành lá, Nước mắm, Dầu ăn",1.333,0,0,
dish7048,Tôm chiên bột mì,mon chien,"Tôm tươi, Bột mì, Bột bắp, Trứng gà, Dầu ăn",dish4115,Cá hồi nướng phô mai,mon nuong,"Phi lê cá hồi, Phô mai Mozzarella, Chanh, Rau húng quế, Muối",0.667,0,0,
dish7048,Tôm chiên bột mì,mon chien,"Tôm tươi, Bột mì, Bột bắp, Trứng gà, Dầu ăn",dish0992,Tiramisu kẹo đường dalgona,mon banh,"Bột làm bánh  (Cake flour), Bột cà phê hòa tan, Baking powder, Phô mai Mascarpone, Whipping cream",0,0,0,
dish0306,Rau bầu đất xào tỏi hàu,mon canh,"Hàu sữa, Rau bầu đất, Tỏi băm, Hành ngò, Nước cốt chanh",dish7278,Sò điệp chiên xù,mon chien,"Sò điệp, Trứng gà, Bột chiên giòn, Bột chiên xù, Dầu ăn",1,0,0,
dish0306,Rau bầu đất xào tỏi hàu,mon canh,"Hàu sữa, Rau bầu đất, Tỏi băm, Hành ngò, Nước cốt chanh",dish5276,Bắp cải xào cà rốt,mon xao,"Bắp cải, Cà rốt, Nấm rơm, Tỏi, Dầu ăn",0.667,0,0,
dish0306,Rau bầu đất xào tỏi hàu,mon canh,"Hàu sữa, Rau bầu đất, Tỏi băm, Hành ngò, Nước cốt chanh",dish0788,Súp khoai lang dăm bông,mon canh,"Dăm bông, Khoai lang mật, Cà rốt, Ớt chuông đỏ, Đậu Hà Lan",0.667,0,0,
dish0306,Rau bầu đất xào tỏi hàu,mon canh,"Hàu sữa, Rau bầu đất, Tỏi băm, Hành ngò, Nước cốt chanh",dish5905,Cá mối kho tiêu,mon kho,"Cá mối, Tỏi băm, Hành tím băm, Hành tím cắt lát, Nước mắm",1,0,0,
dish0306,Rau bầu đất xào tỏi hàu,mon canh,"Hàu sữa, Rau bầu đất, Tỏi băm, Hành ngò, Nước cốt chanh",dish2547,Bánh bao nhân đậu đen,mon banh,"Đậu đen, Dầu ăn, Đường, Muối, Vani",0.333,0,0,
dish0306,Rau bầu đất xào tỏi hàu,mon canh,"Hàu sữa, Rau bầu đất, Tỏi băm, Hành ngò, Nước cốt chanh",dish0813,Canh hầm vỏ sầu riêng cùng xương và rau củ,mon canh,"Vỏ sầu riêng, Sườn heo hoặc thịt gà, Hạt sen, Nấm, Gừng",1,0,1,
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish1841,Bánh Trung Thu rau câu trà xanh nước cốt dừa,mon banh,"Bột trà xanh Nhật Bản, Bột rau câu giòn, Nước cốt dừa, Đường, Nước",1.667,1,1,
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish10122,Mãng cầu dầm sữa,sinh to,"Mãng cầu gai, Đá viên, Sữa đặc, Nước cốt dừa, Đường",1,0,1,
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish3104,Chè bột năng,mon che,"Bột năng, Gừng, Đường, Nước cốt dừa, Đậu phộng rang",1,1,0,
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish1596,Bánh tét chữ,mon banh,"Đậu xanh, Nếp cái hoa vàng, Nước cốt dừa, Nước cốt lá dứa, Nước cốt lá cẩm",1,0,0,
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish10316,Cách làm chè bột lọc nhân đậu phộng (lạc),mon trang mieng,"Bột năng, Đậu phộng, Nước cốt dừa, Đường, Nước dừa",1,0,0,
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish7769,Lẩu sườn bò,mon lau,"Sườn bò, Hành tây, Sả, Gừng, Cà rốt",0,0,0,
dish10387,Thạch quế hoa kỷ tử,mon trang mieng,"Kỷ tử, Hoa quế, Bột gelatine, Đường phèn",dish9418,Thạch trà hoa khô,ngay le tet,"Hoa hồng khô, Hoa atiso đỏ khô, Bột gelatitn, Đường phèn, Nước nóng",1.667,2,2,
dish10387,Thạch quế hoa kỷ tử,mon trang mieng,"Kỷ tử, Hoa quế, Bột gelatine, Đường phèn",dish10471,Sữa chua sầu riêng,mon trang mieng,"Sữa tươi không đường, Sữa đặc, Sữa chua không đường, Múi sầu riêng",1,0,1,
dish10387,Thạch quế hoa kỷ tử,mon trang mieng,"Kỷ tử, Hoa quế, Bột gelatine, Đường phèn",dish8741,Ô mai me,an vat,"Me chín đã lột vỏ, Đường, Nước, Gừng, Khoai lang",1,0,0,
dish10387,Thạch quế hoa kỷ tử,mon trang mieng,"Kỷ tử, Hoa quế, Bột gelatine, Đường phèn",dish10418,Bingsu dâu tây,mon trang mieng,"Dâu tây, Đường, Sữa đặc, Sữa tươi không đường, Kem vani",0.667,0,1,
dish10387,Thạch quế hoa kỷ tử,mon trang mieng,"Kỷ tử, Hoa quế, Bột gelatine, Đường phèn",dish4664,Gà xào lá lốt,mon xao,"Đùi gà, Lá lốt, Sả băm, Gừng, Hành tím",0.667,0,0,
dish10387,Thạch quế hoa kỷ tử,mon trang mieng,"Kỷ tử, Hoa quế, Bột gelatine, Đường phèn",dish10519,Socola hình trái tim,mon trang mieng,"Dâu tây, Socola đen, Socola trắng, Màu đỏ thực phẩm",0.333,0,0,
dish9658,Nước ép cam dứa,thuc uong,"Dứa, Cam, Nước đường, Muối hầm, Đá bi",dish10273,Nước ép dứa không cần máy,nuoc ep,Dứa,1.667,1,2,
dish9658,Nước ép cam dứa,thuc uong,"Dứa, Cam, Nước đường, Muối hầm, Đá bi",dish9530,Cocktail máu,ngay le tet,"Soda, Rượu Vodka, Siro dâu, Đá bi, Nho",0.667,0,0,
dish9658,Nước ép cam dứa,thuc uong,"Dứa, Cam, Nước đường, Muối hầm, Đá bi",dish9758,Nước mía sầu riêng,thuc uong,"Nước mía, Sầu riêng, Mít, Bột rau câu dẻo, Nước dừa tươi",1,0,1,
dish9658,Nước ép cam dứa,thuc uong,"Dứa, Cam, Nước đường, Muối hầm, Đá bi",dish9769,Trà sữa sương sáo,thuc uong,"Trà ô long, Bột sương sáo, Sữa tươi, Sữa đặc, Nước lọc",0.667,0,1,
dish9658,Nước ép cam dứa,thuc uong,"Dứa, Cam, Nước đường, Muối hầm, Đá bi",dish10331,Honey jelly,mon trang mieng,"Mật ong, Nước, Bột rau câu",0.667,0,0,
dish9658,Nước ép cam dứa,thuc uong,"Dứa, Cam, Nước đường, Muối hầm, Đá bi",dish1861,Bánh trung thu nhân đậu xanh bằng lò nướng,mon banh,"Bột bánh trung thu, Nhân đậu xanh sên sẵn, Lòng đỏ trứng gà, Nước đường, Bột mì",0.333,0,0,
dish3108,Gà om sấu,mon nuoc,"Thịt gà, Khoai môn, Sấu tươi, Sả, Hành tím",dish3408,Bánh canh bột xắt thịt vịt,mon nuoc,"Thịt đùi vịt, Nước cốt dừa, Bột gạo, Bột năng, Cà rốt",1,0,0,
dish3108,Gà om sấu,mon nuoc,"Thịt gà, Khoai môn, Sấu tươi, Sả, Hành tím",dish4525,Chân gà rút xương xào măng chua,mon xao,"Chân gà, Măng chua, Ớt sừng, Gừng, Hành tím",1,1,1,
dish3108,Gà om sấu,mon nuoc,"Thịt gà, Khoai môn, Sấu tươi, Sả, Hành tím",dish8015,Rau càng cua trộn trứng thịt,mon goi - salad,"Rau càng cua, Thịt ba chỉ heo, Cà chua, Trứng gà, Hành tím",1,0,0,
dish3108,Gà om sấu,mon nuoc,"Thịt gà, Khoai môn, Sấu tươi, Sả, Hành tím",dish0454,Canh rong biển với tôm tươi,mon canh,"Tôm tươi, Rong biển khô, Hành lá, Hành tím, Gừng",0.667,0,0,
dish3108,Gà om sấu,mon nuoc,"Thịt gà, Khoai môn, Sấu tươi, Sả, Hành tím",dish7144,Nem hải sản chiên xù,mon chien,"Bánh tráng đậu xanh, Mực, Tôm, Cà rốt, Khoai môn",0.333,0,0,
dish3108,Gà om sấu,mon nuoc,"Thịt gà, Khoai môn, Sấu tươi, Sả, Hành tím",dish3507,Mì mug,mon nuoc,"Mì mug, Thịt bò, Rong biển khô, Hành tím",1,0,0,
dish7921,Lẩu cá bớp nấu lá giang,mon lau,"Cá bớp, Lá giang, Măng chua, Cà chua, Tỏi",dish0277,Canh cá chim nấu ngót,mon canh,"Cá chim, Cà chua, Hành lá, Cần tàu, Tỏi",1,1,1,
dish7921,Lẩu cá bớp nấu lá giang,mon lau,"Cá bớp, Lá giang, Măng chua, Cà chua, Tỏi",dish8582,Bò viên gân,mon tu bo,"Thịt bò, Gân bò, Bột nở, Bột bắp, Tiêu",0.667,0,0,
dish7921,Lẩu cá bớp nấu lá giang,mon lau,"Cá bớp, Lá giang, Măng chua, Cà chua, Tỏi",dish0419,Canh măng chua cá nục,mon canh,"Cá nục, Măng chua, Cà chua, Rau quế, Hành lá",1,2,1,
dish7921,Lẩu cá bớp nấu lá giang,mon lau,"Cá bớp, Lá giang, Măng chua, Cà chua, Tỏi",dish6108,Cá ngừ kho thơm cà chua,mon kho,"Cá ngừ, Thơm, Cà chua, Hành lá, Tỏi",1,1,1,
dish7921,Lẩu cá bớp nấu lá giang,mon lau,"Cá bớp, Lá giang, Măng chua, Cà chua, Tỏi",dish7181,Chôm chôm chiên giòn,mon chien,"Thịt heo, Chôm chôm, Bột mì, Hành tím, Tỏi",0.333,0,0,
dish7921,Lẩu cá bớp nấu lá giang,mon lau,"Cá bớp, Lá giang, Măng chua, Cà chua, Tỏi",dish6115,Cá chét kho lạt,mon kho,"Cá chét, Cà chua, Củ nén, Hành lá, Dầu hào",1,0,1,
dish6042,Thịt heo kho gừng,mon kho,"Thịt heo, Gừng, Hành tím, Tỏi, Ớt",dish5665,Cá hú kho nghệ,mon kho,"Cá hú, Nghệ tươi, Gừng, Hành lá, Hành tím",1.333,2,0,
dish6042,Thịt heo kho gừng,mon kho,"Thịt heo, Gừng, Hành tím, Tỏi, Ớt",dish4114,Ốc bươu nướng tiêu xanh,mon nuong,"Ốc bươu, Tiêu xanh, Gừng, Ớt sừng, Tỏi",1,0,0,
dish6042,Thịt heo kho gừng,mon kho,"Thịt heo, Gừng, Hành tím, Tỏi, Ớt",dish5228,mắm tép chưng thịt,mon xao,"Thịt nạc vai, Mắm tép, Gừng, Sả, Hành tím",1,0,1,
dish6042,Thịt heo kho gừng,mon kho,"Thịt heo, Gừng, Hành tím, Tỏi, Ớt",dish6253,Tôm rim thơm,mon kho,"Tôm tươi, Thịt ba chỉ, Thơm, Hành tây, Ớt sừng",1,1,0,
dish6042,Thịt heo kho gừng,mon kho,"Thịt heo, Gừng, Hành tím, Tỏi, Ớt",dish0992,Tiramisu kẹo đường dalgona,mon banh,"Bột làm bánh  (Cake flour), Bột cà phê hòa tan, Baking powder, Phô mai Mascarpone, Whipping cream",0,0,0,
dish6042,Thịt heo kho gừng,mon kho,"Thịt heo, Gừng, Hành tím, Tỏi, Ớt",dish6117,Vịt kho rau củ,mon kho,"Thịt vịt, Cải trắng, Cà rốt, Hành lá, Nước dừa",1,0,0,
dish3686,Kem mận không whipping cream,mon kem,"Mận chín, Đường, Hạt điều tươi, Kem dừa, Bột năng",dish10017,Sinh tố nha đam,thuc uong,"Nha đam, Sữa đặc, Sữa tươi có đường, Đường, Đá viên",0.667,0,0,
dish3686,Kem mận không whipping cream,mon kem,"Mận chín, Đường, Hạt điều tươi, Kem dừa, Bột năng",dish10246,Nước ép phúc bồn tử (mâm xôi),nuoc ep,"Phúc bồn tử, Chanh vàng, Đường, Chanh vàng, Đá viên",0.667,0,0,
dish3686,Kem mận không whipping cream,mon kem,"Mận chín, Đường, Hạt điều tươi, Kem dừa, Bột năng",dish3587,Kem cam que,mon kem,"Cam vàng, Màu cam thực phẩm, Hương liệu mùi cam, Bột mì đa dụng, Đường",1.333,1,2,
dish3686,Kem mận không whipping cream,mon kem,"Mận chín, Đường, Hạt điều tươi, Kem dừa, Bột năng",dish2845,Cách làm cotta panna đào,mon banh,"Nước lạnh, Kem sữa tươi, Sữa tươi, Đường, Đào xay nhuyễn",1.333,0,1,
dish3686,Kem mận không whipping cream,mon kem,"Mận chín, Đường, Hạt điều tươi, Kem dừa, Bột năng",dish5519,Khoai tây xào cay,mon xao,"Khoai tây, Bột ngô, Muối, Giấm, Nước",0.333,0,0,
dish3686,Kem mận không whipping cream,mon kem,"Mận chín, Đường, Hạt điều tươi, Kem dừa, Bột năng",dish3670,Kem vị kẹo marshmallow socola chips,mon kem,"Kẹo marshmallow, Sữa tươi không đường, Socola chips, Lòng trắng trứng gà, Bột mì đa dụng",1.333,0,2,
dish8304,Gỏi măng cụt tôm thịt,mon goi - salad,"Măng cụt, Tôm, Thịt ba chỉ, Cà rốt, Hành tây",dish6001,Cá đuối om chuối đậu,mon kho,"Cá đuối, Đậu hũ, Chuối xanh, Lá lốt, Củ nén",1,0,0,
dish8304,Gỏi măng cụt tôm thịt,mon goi - salad,"Măng cụt, Tôm, Thịt ba chỉ, Cà rốt, Hành tây",dish7964,Gỏi bí đao,mon goi - salad,"Tôm, Bí đao, Cà rốt, Rau ăn kèm, Đậu phộng rang",1,1,1,
dish8304,Gỏi măng cụt tôm thịt,mon goi - salad,"Măng cụt, Tôm, Thịt ba chỉ, Cà rốt, Hành tây",dish8371,Kim chi củ sen,mon goi - salad,"Củ sen, Ngó sen, Rau muống, Cà rốt, Ớt sừng băm",1,1,1,
dish8304,Gỏi măng cụt tôm thịt,mon goi - salad,"Măng cụt, Tôm, Thịt ba chỉ, Cà rốt, Hành tây",dish8378,Nấm rơm muối chua,mon goi - salad,"Nấm rơm, Giấm gạo, Nước mắm, Đường, Muối hạt",1,0,0,
dish8304,Gỏi măng cụt tôm thịt,mon goi - salad,"Măng cụt, Tôm, Thịt ba chỉ, Cà rốt, Hành tây",dish8429,Cháo gà ác đậu xanh,mon tu ga,"Gà ác, Gạo tẻ, Gạo nếp, Đậu xanh, Hành lá",0.333,0,0,
dish8304,Gỏi măng cụt tôm thịt,mon goi - salad,"Măng cụt, Tôm, Thịt ba chỉ, Cà rốt, Hành tây",dish6643,Mực trứng - mực sữa chiên nước mắm,mon chien,"Mực trứng, Hành tây, Hành lá, Ớt, Hành tím băm",1,0,0,
dish9552,Rượu trái cây,ngay le tet,"Quýt, Cam sành, Chanh, Thơm, Chuối",dish9551,Cocktail trái cây,ngay le tet,"Trái cây, Bia, Trái cây tuỳ thích, Đá viên",1.667,2,2,
dish9552,Rượu trái cây,ngay le tet,"Quýt, Cam sành, Chanh, Thơm, Chuối",dish2046,Bánh kẹp - waffle sầu riêng lá dứa,mon banh,"Thịt sầu riêng, Tinh chất lá dứa, Bột mì đa dụng, Bột năng, Bột nổi",1,0,0,
dish9552,Rượu trái cây,ngay le tet,"Quýt, Cam sành, Chanh, Thơm, Chuối",dish2798,Bánh đậu phộng lá chanh,mon banh,"Bơ lạt, Lá chanh, Đường bột, Lòng trắng trứng gà, Đậu phộng",0.667,0,0,
dish9552,Rượu trái cây,ngay le tet,"Quýt, Cam sành, Chanh, Thơm, Chuối",dish8594,Lẩu bò nhúng giấm (dấm),mon tu bo,"Thịt bò, Thơm, Hành tây, Tỏi, Hành tím",0.667,0,0,
dish9552,Rượu trái cây,ngay le tet,"Quýt, Cam sành, Chanh, Thơm, Chuối",dish9943,Tắc chưng đường phèn,thuc uong,"Tắc, Đường phèn, Muối hột",0.667,0,1,
dish9552,Rượu trái cây,ngay le tet,"Quýt, Cam sành, Chanh, Thơm, Chuối",dish9390,Giò bì cuộn,ngay le tet,"Da heo, Giò sống, Đậu Hà Lan, Cà rốt, Nấm hương",0,0,0,
dish8498,Gà muối xông khói,mon tu ga,"Gà nguyên con làm sẵn, Nghệ, Sả   cây, Gạo, Dầu ăn",dish8613,Cháo thịt bò khoai tây,mon tu bo,"Gạo, Thịt bò, Cà rốt, Khoai tây, Hành tím",1,1,0,
dish8498,Gà muối xông khói,mon tu ga,"Gà nguyên con làm sẵn, Nghệ, Sả   cây, Gạo, Dầu ăn",dish6492,Bột chiên từ cơm nguội và gạo,mon chien,"Gạo, Cơm nguội, Bột năng, Trứng, Hành lá",1,0,0,
dish8498,Gà muối xông khói,mon tu ga,"Gà nguyên con làm sẵn, Nghệ, Sả   cây, Gạo, Dầu ăn",dish8545,Gà chiên sốt phô mai cay,mon tu ga,"Ức gà, Trứng gà, Bột chiên giòn, Bột nở, Tương ớt Hàn Quốc",1,1,1,
dish8498,Gà muối xông khói,mon tu ga,"Gà nguyên con làm sẵn, Nghệ, Sả   cây, Gạo, Dầu ăn",dish8594,Lẩu bò nhúng giấm (dấm),mon tu bo,"Thịt bò, Thơm, Hành tây, Tỏi, Hành tím",1,0,0,
dish8498,Gà muối xông khói,mon tu ga,"Gà nguyên con làm sẵn, Nghệ, Sả   cây, Gạo, Dầu ăn",dish2544,Bánh Crepe khoai lang tím,mon banh,"Khoai lang, Bột mì đa dụng, Đường, Trứng, Nước cốt dừa",0.333,0,0,
dish8498,Gà muối xông khói,mon tu ga,"Gà nguyên con làm sẵn, Nghệ, Sả   cây, Gạo, Dầu ăn",dish1540,Bánh pancake bằng chảo chống dính,mon banh,"Bột mì đa dụng, Bột bắp, Trứng gà, Bột nở, Vani",0.667,0,0,
dish8585,Salad thịt bò kiểu Thái,mon tu bo,"Thịt bò, Hành ngò, Lá bạc hà, Dưa leo, Hành tây",dish5769,Trứng kho nước tương,mon kho,"Trứng gà, Hành tím, Ớt, Hành lá, Ngò",0.667,0,0,
dish8585,Salad thịt bò kiểu Thái,mon tu bo,"Thịt bò, Hành ngò, Lá bạc hà, Dưa leo, Hành tây",dish5815,Cá lăng om dưa chua,mon kho,"Đầu cá lăng, Dưa cải muối chua, Dứa, Cà chua, Cà rốt",0.667,0,0,
dish8585,Salad thịt bò kiểu Thái,mon tu bo,"Thịt bò, Hành ngò, Lá bạc hà, Dưa leo, Hành tây",dish7461,Thịt chiên giòn Hàn Quốc Tangsuyuk,mon chien,"Thịt dăm heo, Bột khoai tây, Hành tây, Cà rốt, Táo",0.667,0,0,
dish8585,Salad thịt bò kiểu Thái,mon tu bo,"Thịt bò, Hành ngò, Lá bạc hà, Dưa leo, Hành tây",dish8633,Miến xào bò băm rau cải,mon tu bo,"Thịt bò băm, Cải bó xôi, Đậu Hà Lan, Miến khô, Ớt sừng",1.333,1,1,
dish8585,Salad thịt bò kiểu Thái,mon tu bo,"Thịt bò, Hành ngò, Lá bạc hà, Dưa leo, Hành tây",dish5795,Cá linh kho lạt,mon kho,"Cá linh, Cà chua, Hành lá, Hành tím, Hành tây",0.333,0,0,
dish8585,Salad thịt bò kiểu Thái,mon tu bo,"Thịt bò, Hành ngò, Lá bạc hà, Dưa leo, Hành tây",dish8594,Lẩu bò nhúng giấm (dấm),mon tu bo,"Thịt bò, Thơm, Hành tây, Tỏi, Hành tím",1,0,1,
dish10230,Bột trà xanh bằng lá trà tươi,tra sua,"Trà tươi, Muối, Nước lọc",dish8343,Gỏi cá nhảy Tây Bắc,mon goi - salad,"Cá chép nhỏ, Thân chuối non, Quả sim rừng, Rau thơm, Húng quế",0.667,0,0,
dish10230,Bột trà xanh bằng lá trà tươi,tra sua,"Trà tươi, Muối, Nước lọc",dish0916,Vỏ bánh mandu,mon banh,"Bột mì đa dụng, Muối, Nước lọc",0.667,0,0,
dish10230,Bột trà xanh bằng lá trà tươi,tra sua,"Trà tươi, Muối, Nước lọc",dish10023,Nước detox chanh và táo,thuc uong,"Chanh, Táo, Lá húng lủi, Nước lọc, Muối",0.667,0,0,
dish10230,Bột trà xanh bằng lá trà tươi,tra sua,"Trà tươi, Muối, Nước lọc",dish10183,Trân châu khoai lang tím,tra sua,"Khoai lang tím, Bột năng, Đường, Nước sôi",1,1,0,
dish10230,Bột trà xanh bằng lá trà tươi,tra sua,"Trà tươi, Muối, Nước lọc",dish9140,Yến mạch hoa quả,an vat,"Yến mạch, Sữa tươi, Sữa chua không đường, Chuối, Bơ",0.333,0,0,
dish10230,Bột trà xanh bằng lá trà tươi,tra sua,"Trà tươi, Muối, Nước lọc",dish10117,Sinh tố gấc đỏ,sinh to,"Gấc, Sữa đậu nành, Táo xanh, Nước lọc, Muối",0.667,0,0,
dish7546,Gà hấp lá chúc,mon hap,"Gà, Lá chúc, Hành tím, Tỏi, Sả",dish9902,Sâm dừa Cần Thơ,thuc uong,"Mía lau, Cây mã đề, Cây lẻ bạn, Cây thuốc dòi, Lá dứa",1,0,0,
dish7546,Gà hấp lá chúc,mon hap,"Gà, Lá chúc, Hành tím, Tỏi, Sả",dish7633,Cá nục hấp xì dầu,mon hap,"Cá nục, Nấm đông cô tươi, Hành lá, Ngò rí, Ớt",1,1,0,
dish7546,Gà hấp lá chúc,mon hap,"Gà, Lá chúc, Hành tím, Tỏi, Sả",dish5276,Bắp cải xào cà rốt,mon xao,"Bắp cải, Cà rốt, Nấm rơm, Tỏi, Dầu ăn",0.667,0,0,
dish7546,Gà hấp lá chúc,mon hap,"Gà, Lá chúc, Hành tím, Tỏi, Sả",dish7181,Chôm chôm chiên giòn,mon chien,"Thịt heo, Chôm chôm, Bột mì, Hành tím, Tỏi",0.667,0,0,
